1079
1080
1138
1140
1221
1115
1222
1116
1188
1082
1189
1083
1047
1152
1048
1153
1137
1137
1174
1279
1176
1280
1258
1258
1230
1231
1166
1167
1276
1276
1584
1585
1132
1245
1133
1245
1149
1150
1054
1054
977
978
1097
1098
896
897
1022
1023
838
839
866
867
803
804
1347
1347
784
784
1128
1128
1129
1130
820
820
789
790
819
820
776
776
804
805
801
802
785
786
804
805
782
783
789
790
812
813
790
791
789
789
1117
1118
798
799
772
773
2158
2159
800
802
791
792
1789
1790
1170
1170
2175
2176
2833
2834
797
798
815
816
864
865
1178
1179
902
903
927
928
841
842
864
865
1788
1789
1920
1921
926
929
846
846
825
831
984
985
800
802
797
799
834
835
810
811
1154
1155
817
817
1799
2233
1801
2234
792
794
773
774
794
795
775
777
809
810
1154
1155
1795
1796
815
816
1840
1842
805
809
801
802
799
800
800
801
818
819
829
830
1551
1553
1795
1795
792
793
804
805
1153
1154
1153
1154
1795
1796
2180
2181
2501
2502
